Attendance,Home Score,Home 1st Q,Home FG%,Home 3pt%,Home FT%,Away Score,Away 1st Q,Away FG%,Away 3pt%,Away FT%
17732,119,30,46.8,38.9,81.0,91,15,35.1,25.0,89.5
18354,105,21,42.7,34.4,70.6,104,17,39.2,26.5,83.3
19912,113,34,45.3,29.4,86.2,136,39,54.1,47.2,81.8
19456,130,31,53.5,34.2,80.6,84,28,36.0,9.4,81.0
20844,141,36,63.3,42.3,69.6,94,18,37.5,25.7,76.5
19110,103,27,40.6,32.3,71.4,104,32,48.2,42.9,76.9
18055,115,23,45.1,27.5,73.3,109,31,41.7,31.4,64.3
18306,126,32,56.3,55.9,94.4,112,36,53.1,28.6,64.0
16679,105,25,46.0,25.0,78.3,102,21,40.4,42.9,85.7
15489,107,27,40.0,35.5,82.8,122,24,48.4,40.0,94.1
20313,110,27,50.6,43.8,76.2,104,22,43.2,33.3,85.0
19600,110,16,41.6,31.4,79.5,105,25,43.8,36.1,81.5
15946,119,25,45.5,42.4,83.3,135,35,52.1,37.5,74.1
19566,106,27,47.7,38.6,87.5,110,36,51.8,38.2,81.8
19393,96,20,36.0,27.3,83.3,108,21,41.2,34.4,79.4
18997,142,39,58.5,45.2,90.0,125,31,52.4,40.5,84.6
14644,99,19,35.1,28.6,75.0,110,24,41.2,31.3,74.1
19156,110,29,57.7,55.6,62.5,88,18,39.6,22.6,47.4
14775,92,30,39.3,26.1,71.4,93,30,37.8,24.1,69.2
13694,103,29,44.0,21.1,68.2,105,25,42.4,31.4,81.5
18055,118,28,48.8,34.0,82.6,119,32,45.5,44.4,86.4
17385,110,31,46.7,39.0,53.3,101,20,38.0,32.3,80.8
18306,90,24,40.4,25.8,83.3,104,25,47.1,28.6,84.2
13230,125,33,49.5,40.0,78.9,109,31,47.1,27.3,79.3
18064,102,20,37.6,40.7,84.0,110,29,50.0,37.5,76.5
10626,114,28,44.7,39.0,78.6,107,20,42.2,31.4,80.0
19600,135,36,51.5,34.1,68.2,121,30,47.4,37.0,61.1
20591,97,26,41.6,33.3,68.8,92,27,43.5,25.9,91.7
19393,115,32,43.3,41.5,83.3,87,22,35.2,18.4,61.5
18846,87,9,42.0,30.8,64.7,96,26,42.5,38.7,52.6
20144,92,32,35.2,22.2,88.0,112,27,44.2,30.0,88.9
17122,110,29,51.7,40.6,62.5,116,35,49.4,40.5,100.0
15637,122,30,48.2,40.0,83.3,117,32,49.4,38.9,77.3
15631,108,34,43.2,26.3,66.7,113,26,40.9,42.9,81.3
15084,136,37,57.4,45.8,89.5,102,33,42.2,34.2,73.1
12369,116,23,44.0,36.6,80.8,127,25,56.6,45.7,77.3
12254,108,19,39.8,26.5,83.3,115,27,48.3,41.7,80.8
17385,127,35,53.8,48.7,88.9,112,20,44.3,35.6,81.8
16723,94,23,44.3,32.3,60.0,93,18,43.0,39.4,66.7
18064,122,20,43.3,27.0,73.3,124,30,47.8,41.4,76.5
19156,109,34,46.2,35.5,82.4,115,28,50.0,50.0,82.6
18354,109,19,48.8,31.3,80.0,117,28,45.8,33.3,70.0
20064,111,29,44.9,35.7,69.6,122,34,51.1,36.4,69.6
18828,114,33,47.7,50.0,63.2,99,26,47.7,30.0,72.7
20013,110,29,45.9,30.3,78.6,113,30,49.4,32.4,65.2
16335,107,22,44.0,40.5,75.0,130,28,55.8,56.4,92.3
20620,116,39,49.4,35.0,67.6,109,25,43.2,37.5,68.6
15121,100,22,41.5,21.4,69.6,110,29,50.0,31.8,73.3
18377,73,15,30.0,20.6,85.7,83,24,38.0,19.4,81.0
16109,114,29,38.8,40.8,78.3,127,35,50.6,36.7,84.8
18306,114,22,46.8,42.1,77.4,106,29,45.1,31.0,68.2
17585,117,29,44.7,24.4,83.8,124,33,49.4,44.0,89.7
17583,101,32,47.0,43.6,75.0,103,20,46.3,30.0,60.0
20013,119,18,43.7,25.0,73.1,121,28,41.5,26.7,73.5
19800,110,38,38.8,35.0,80.0,102,31,38.6,26.1,70.6
15631,128,35,57.1,40.7,87.5,111,30,42.4,36.8,78.1
18426,109,24,47.1,45.2,83.3,106,29,43.8,45.5,72.2
20333,118,23,44.6,38.6,64.7,122,37,42.9,40.0,82.4
17481,125,26,54.1,37.8,73.1,108,20,45.6,42.9,73.3
19520,110,27,50.6,25.9,73.9,102,20,46.9,26.1,87.0
18055,107,32,40.2,28.9,66.7,115,30,44.6,32.4,84.0
15388,119,30,53.4,44.2,50.0,130,24,51.7,50.0,80.8
16061,107,33,45.5,28.6,85.0,85,20,30.8,15.6,68.6
16962,96,25,36.0,28.6,88.0,101,24,42.9,16.1,72.7
17732,109,28,45.7,37.5,77.8,89,23,43.0,19.2,58.8
18867,111,33,46.8,35.7,68.4,105,22,46.8,25.0,90.0
18064,79,18,39.5,24.0,72.2,100,26,60.3,45.5,87.5
14632,119,31,47.7,33.3,70.6,133,43,55.7,52.9,81.0
19800,133,37,58.4,50.0,76.5,113,29,48.9,34.3,76.5
18203,109,16,50.7,47.1,82.1,106,37,49.4,29.0,84.6
18055,109,21,40.8,25.6,66.7,107,35,42.9,36.4,85.0
14021,118,36,48.8,36.1,70.0,111,32,45.7,45.8,83.9
17727,116,22,41.9,26.8,70.8,120,36,46.6,39.0,81.5
14193,110,33,45.6,35.3,84.2,111,25,47.6,41.2,85.0
17923,105,24,48.2,40.0,65.0,102,28,47.3,25.8,47.1
13229,110,26,48.1,43.3,70.4,102,21,41.8,35.9,92.3
18268,143,41,55.8,46.4,77.4,120,27,45.5,34.9,75.0
15177,101,21,34.6,27.5,66.7,108,21,41.7,28.2,73.9
18306,109,26,46.7,41.7,62.5,102,20,45.2,20.0,73.3
19068,120,31,50.6,43.8,72.7,99,23,40.2,28.6,70.0
14987,109,27,35.8,31.1,84.4,110,23,40.2,29.7,87.5
15319,99,29,44.8,17.1,68.2,112,30,42.9,37.1,87.5
20715,104,29,42.2,30.8,88.9,108,19,47.1,38.7,80.0
17023,100,29,54.1,26.9,76.5,98,21,40.7,35.1,61.1
18203,126,27,54.8,29.2,79.4,122,32,50.5,38.5,80.0
12490,99,25,37.9,25.6,63.0,107,32,44.2,42.4,81.0
18182,113,27,47.6,40.7,88.0,104,32,42.5,37.9,90.5
20181,103,29,39.1,34.9,80.0,109,29,40.7,31.6,90.0
19393,122,40,45.4,29.0,89.3,112,29,39.8,42.1,60.9
16739,106,30,43.3,37.9,89.5,111,28,47.0,25.0,71.1
18051,111,23,46.8,41.0,71.9,104,17,46.3,34.3,78.3
18354,118,27,44.8,39.4,82.6,105,33,42.2,19.4,93.3
19068,117,28,50.0,43.2,78.9,122,27,50.0,37.8,75.9
14649,119,30,52.3,45.2,83.3,105,32,45.1,31.3,86.7
19432,114,25,43.5,45.9,73.9,107,27,43.1,34.1,71.4
19156,114,28,52.3,33.3,71.4,93,26,40.0,35.5,73.7
19800,122,40,48.7,40.0,77.3,118,23,46.0,35.9,75.0
20778,98,28,42.2,29.4,66.7,117,35,51.8,42.4,77.3
19704,129,39,55.8,47.4,73.5,114,20,43.6,29.4,66.7
18203,126,26,56.3,41.7,85.7,108,23,43.7,34.4,91.3
19520,109,33,49.4,35.7,91.7,100,20,41.4,23.8,66.7
19393,118,31,50.0,47.2,89.5,103,13,36.8,25.0,69.2
18064,106,31,43.4,30.3,96.0,102,16,41.9,26.5,65.2
16187,107,33,45.9,41.4,77.3,114,31,52.0,50.0,95.0
16496,122,34,46.0,36.7,67.9,112,34,37.1,22.9,85.2
20529,125,32,52.1,42.4,61.9,108,25,40.9,22.6,85.3
15948,107,28,46.0,45.7,91.7,119,25,51.9,51.4,84.0
18124,102,23,40.2,30.0,71.4,123,37,48.2,41.9,65.7
15603,119,23,48.2,42.9,82.8,115,21,43.0,30.6,75.0
18354,109,31,51.2,35.7,78.9,134,33,54.5,33.3,73.7
16061,125,35,51.6,28.6,76.7,139,36,58.6,46.3,78.3
19393,113,27,42.6,37.1,80.0,106,23,43.7,40.5,93.8
19800,110,20,39.4,29.4,83.9,107,17,38.9,32.6,81.5
19156,119,30,52.3,43.8,81.3,93,37,40.2,29.4,73.9
18029,117,21,42.3,34.1,82.4,89,22,37.0,30.0,60.0
18203,118,27,47.4,33.3,85.0,112,33,46.5,40.7,87.5
18997,104,28,47.0,34.5,72.7,128,23,48.9,34.4,90.0
17164,120,30,47.4,42.9,60.0,115,19,45.7,27.5,75.0
18846,103,28,48.1,38.5,65.2,95,28,39.8,35.1,80.0
16476,109,23,51.2,33.3,72.2,125,30,54.7,40.0,81.8
18007,121,42,52.1,37.9,83.3,118,32,47.4,35.7,76.5
19413,115,37,47.3,41.7,80.0,121,32,47.0,33.3,56.7
19890,107,32,41.1,36.0,88.9,104,28,43.3,33.3,77.8
16776,115,31,46.9,40.5,62.5,145,46,67.4,62.5,71.4
16041,111,22,48.3,35.1,77.8,113,34,55.1,53.6,80.0
19499,94,31,40.7,13.8,88.9,102,31,40.9,42.9,68.8
17583,104,21,47.1,23.3,65.2,113,37,44.8,38.5,87.0
18064,113,22,43.7,40.0,83.3,104,22,40.2,32.4,79.3
19800,102,19,47.5,34.8,81.8,118,28,50.0,42.4,85.7
21028,121,38,43.6,47.7,80.0,109,30,47.4,39.4,75.0
18064,116,28,47.1,32.1,89.3,104,29,37.0,31.4,87.5
18997,106,33,40.6,26.7,76.2,111,31,45.9,36.0,75.0
19520,100,26,40.2,32.4,77.8,112,29,45.6,41.9,100.0
17188,132,31,53.5,39.6,80.8,102,23,41.3,29.2,70.4
17732,82,15,26.9,26.0,75.0,94,24,40.2,31.0,73.3
18203,97,18,41.3,28.6,84.6,110,23,54.8,40.0,72.7
20427,102,20,42.2,40.0,66.7,98,24,48.2,27.6,66.7
17583,104,26,34.6,23.1,84.0,105,21,34.6,21.7,79.3
18306,121,37,56.8,38.9,68.2,115,22,48.3,44.1,73.7
19156,129,33,51.6,35.0,89.5,117,22,51.8,39.1,69.0
18418,102,18,41.6,17.9,61.1,104,26,44.9,16.1,61.3
17311,98,19,42.0,33.3,60.9,97,21,40.2,34.5,81.0
17358,86,19,36.3,29.3,57.1,112,32,50.5,39.3,69.2
19767,113,25,44.9,42.1,89.5,112,27,48.9,45.2,83.3
18064,105,25,41.3,33.3,80.0,96,29,46.7,21.2,79.2
19697,119,26,48.4,31.0,74.1,110,11,48.8,30.0,76.0
15391,120,19,46.2,42.9,80.0,98,32,38.8,21.4,89.7
19156,97,25,39.7,21.9,77.8,113,36,52.4,41.2,64.7
19033,100,23,34.4,40.0,77.4,107,33,44.7,35.5,76.9
19865,117,28,44.7,35.7,79.3,116,33,47.2,33.3,75.9
15411,88,21,35.5,21.6,73.7,94,27,41.6,20.0,72.2
18306,108,42,43.6,31.0,43.8,98,20,40.2,28.2,61.9
21496,116,35,49.4,48.4,78.9,81,19,37.2,26.5,72.7
18524,136,30,57.0,51.4,80.0,109,28,44.4,33.3,56.7
17920,111,37,51.2,35.1,66.7,100,25,40.2,40.0,84.2
18064,121,41,48.4,46.2,76.5,141,41,52.2,47.1,100.0
17583,110,30,48.8,38.7,66.7,112,31,52.3,34.6,86.7
19960,120,32,47.7,42.9,85.2,128,34,51.6,34.4,82.1
19068,107,32,36.8,30.0,92.6,120,22,52.3,48.6,76.5
19800,97,20,42.2,37.5,100.0,98,22,43.6,30.3,87.0
17712,127,36,49.0,40.9,69.2,112,37,51.9,38.5,65.0
19520,120,31,51.9,27.6,90.3,115,32,52.9,38.2,70.6
16842,117,31,48.4,28.6,100.0,104,20,43.0,29.0,65.6
18997,108,25,48.7,39.1,82.1,95,19,36.0,30.2,90.0
20476,123,29,51.2,45.9,66.7,105,39,45.2,35.7,74.4
17784,93,21,41.6,20.0,58.3,101,25,48.1,31.0,82.4
15824,122,27,40.4,38.6,72.4,115,29,40.4,36.6,74.1
21954,102,20,37.4,38.6,62.5,123,31,54.8,34.4,83.3
18306,104,19,47.0,38.5,80.0,81,21,38.0,28.6,73.9
19896,116,38,45.8,41.2,77.8,122,19,47.8,56.5,95.5
17923,115,29,48.8,44.0,76.9,97,27,40.7,20.7,85.0
19216,92,18,39.5,35.3,75.0,109,24,45.4,36.8,70.0
16231,87,23,41.3,28.6,68.4,105,28,40.9,33.3,95.5
19800,117,27,47.6,43.6,80.0,97,25,42.5,26.3,81.3
18354,117,25,46.9,45.2,76.5,113,32,45.8,44.4,72.2
18055,130,38,52.9,47.1,71.0,104,26,46.4,32.0,66.7
18203,106,20,42.9,22.2,78.6,101,32,35.5,29.4,74.1
14921,101,29,37.9,29.0,83.9,122,31,47.4,37.5,74.1
19812,117,25,48.0,38.9,64.3,93,27,39.4,31.3,60.0
17819,106,19,42.6,25.0,65.4,104,23,37.4,32.6,75.0
18997,117,43,47.8,25.0,70.6,107,17,48.8,26.1,73.9
17859,106,29,50.6,37.1,78.6,109,31,44.6,39.5,83.3
16688,116,37,52.4,46.2,72.0,124,27,52.9,29.6,88.9
19939,84,18,40.7,32.4,54.5,76,20,31.5,14.3,82.4
19398,98,22,39.4,30.6,76.5,102,25,48.7,36.7,77.3
15477,99,34,40.0,30.2,58.8,84,19,42.9,15.0,71.4
20289,123,31,50.6,47.4,88.2,111,30,46.2,32.4,88.2
18354,103,27,43.5,41.9,83.3,109,27,48.3,36.0,70.0
17351,128,26,48.9,41.2,83.9,123,42,48.4,38.2,95.2
19068,126,30,54.3,39.3,71.4,112,33,42.6,21.2,71.4
17945,103,31,42.2,33.3,64.0,122,27,51.1,24.0,78.8
17198,105,27,40.7,37.1,89.7,85,22,37.5,18.9,78.3
19156,109,19,44.1,24.0,72.4,106,32,41.9,35.6,80.0
18055,118,20,47.7,37.5,75.0,108,27,45.7,22.2,72.0
18055,120,29,46.7,35.7,78.8,112,37,44.6,27.0,66.7
18997,123,42,50.0,48.3,82.1,113,30,47.1,29.7,85.7
19068,114,27,44.6,23.3,77.3,140,40,51.0,46.2,85.7
17732,102,33,47.8,37.1,73.5,121,24,45.4,40.6,71.4
16913,96,25,44.7,29.7,75.0,109,33,45.2,40.0,64.3
19432,106,27,45.9,46.7,82.4,121,34,44.8,37.8,80.8
16420,116,43,51.2,31.3,91.7,111,26,41.4,37.0,82.9
21130,104,28,42.5,38.2,74.2,111,30,52.4,42.1,81.0
16233,128,31,54.9,37.5,81.5,114,19,46.0,20.7,82.4
18064,104,23,40.2,52.4,84.4,111,25,51.8,40.7,87.5
20327,120,20,47.0,30.0,84.6,123,32,49.4,44.0,90.3
18002,127,29,49.4,37.8,72.7,118,31,41.3,34.4,91.2
16808,115,26,44.7,57.1,75.0,117,25,43.7,35.6,75.8
19068,135,29,54.2,56.3,81.8,132,45,57.1,52.2,64.9
19846,122,31,52.2,40.9,62.5,111,19,46.0,35.1,90.0
16159,103,20,47.6,32.0,78.9,118,24,49.5,36.8,76.9
14181,114,31,45.3,23.1,84.6,121,27,54.2,42.9,76.5
18997,106,23,45.7,30.0,69.6,99,22,37.2,42.3,85.7
15008,101,20,43.2,30.8,74.2,89,22,33.3,21.3,78.9
17963,99,26,46.4,33.3,60.9,94,17,34.7,21.6,76.9
13009,104,29,45.7,33.3,90.9,115,27,52.8,38.5,78.6
20561,120,31,51.1,50.0,83.3,113,31,44.9,41.4,67.7
15286,115,31,45.5,46.2,84.4,123,29,51.1,33.3,74.1
14138,126,36,47.9,38.7,80.0,128,35,51.1,48.5,83.3
20238,118,33,52.4,39.0,73.7,110,27,46.9,29.0,81.8
18354,126,27,51.1,54.3,89.5,104,22,40.0,33.3,92.9
15819,111,26,48.1,50.0,78.3,98,19,39.5,19.2,78.1
19800,99,24,36.5,35.7,73.7,101,15,43.2,37.1,85.7
17274,113,29,49.4,45.2,93.8,115,27,46.2,39.4,85.7
15677,103,23,40.8,29.7,75.0,111,27,41.3,29.7,82.8
14117,119,27,51.7,28.6,90.5,112,32,44.4,31.9,81.0
14134,103,29,48.1,31.4,81.8,114,26,44.0,41.7,89.3
18997,117,26,50.0,47.2,85.7,87,21,38.9,20.0,56.3
16013,123,32,49.4,37.0,79.4,89,23,42.9,26.1,57.9
17040,108,23,47.6,33.3,76.0,122,31,53.1,42.1,80.0
13965,110,31,44.2,40.5,73.1,112,29,44.7,38.9,70.0
19156,114,22,41.6,34.2,90.0,129,34,55.2,31.0,92.3
16514,115,29,36.8,29.5,88.9,122,45,42.4,28.9,75.6
20314,106,32,50.6,34.3,66.7,107,27,48.2,37.5,80.0
15324,123,23,47.1,34.1,81.3,108,21,44.6,40.0,57.1
18306,128,39,54.4,37.2,60.9,104,29,43.3,36.0,100.0
18064,98,19,37.9,39.5,85.0,107,19,40.2,22.0,87.5
13445,112,32,49.0,30.0,62.5,115,26,52.7,25.0,70.0
20822,109,26,48.9,40.7,70.6,98,35,43.2,38.9,100.0
13720,116,28,49.4,40.6,71.4,102,34,36.5,29.7,67.7
18203,113,37,49.4,34.4,80.0,92,21,38.2,27.5,92.9
16360,111,30,37.5,34.5,60.7,101,21,46.1,24.1,50.0
18003,111,31,46.0,18.5,70.0,123,33,55.8,47.4,52.9
16011,117,32,48.4,34.1,63.2,113,42,51.8,24.1,85.7
16448,134,37,52.0,42.1,87.5,121,32,48.3,42.5,87.0
20229,105,27,46.3,43.9,81.3,116,29,57.1,36.7,64.3
14562,98,27,41.8,32.1,88.5,94,25,37.1,27.3,79.2
18306,109,29,50.6,42.9,78.6,92,13,46.7,30.8,73.7
20542,114,27,40.6,28.9,67.6,129,45,52.8,41.7,78.1
17583,106,18,45.8,28.6,80.0,127,34,49.5,25.6,76.7
19068,109,22,48.8,28.2,72.7,100,20,38.5,20.5,72.0
18055,139,22,51.6,40.0,79.3,109,20,37.9,27.1,66.7
19156,140,41,55.0,48.3,88.9,105,24,40.0,31.1,61.1
15951,99,20,46.2,32.1,66.7,108,35,50.6,31.4,92.9
18203,110,19,46.7,29.0,88.2,125,41,51.5,46.9,80.0
20244,109,20,50.6,40.7,66.7,91,22,37.8,24.3,66.7
19533,103,18,43.2,20.5,72.2,111,23,49.4,32.4,84.6
19843,101,24,38.9,27.8,81.0,122,32,45.6,36.8,70.0
18861,124,27,51.1,29.0,82.1,121,31,53.8,40.0,82.1
15953,116,34,50.5,31.8,88.2,127,23,53.3,33.3,84.0
16408,122,27,45.0,31.4,84.0,102,26,38.0,50.0,71.4
19800,104,28,40.6,35.4,81.8,105,21,43.7,21.9,73.3
15201,108,37,53.2,38.5,55.2,86,16,33.0,25.0,90.9
14751,100,18,50.0,33.3,61.1,92,24,41.9,22.9,66.7
19520,114,29,48.1,44.0,78.4,104,30,45.2,24.2,76.9
15257,101,22,38.4,38.5,80.6,95,23,41.6,18.2,78.9
13780,110,23,40.4,34.4,79.2,117,32,41.7,34.6,81.5
19156,113,28,47.0,39.1,89.7,101,14,45.7,24.0,80.8
11044,104,33,41.8,34.3,76.2,117,30,50.0,40.0,88.5
16299,112,25,51.7,38.7,90.9,114,33,43.5,31.0,83.3
19111,115,25,50.6,43.2,78.9,112,26,44.4,47.4,77.8
18997,128,21,54.5,36.7,75.0,99,27,44.7,28.0,66.7
15381,107,26,50.0,30.8,60.0,118,30,50.0,36.1,86.7
16060,123,28,49.5,45.2,85.0,110,25,46.0,20.0,81.3
17590,128,29,48.9,41.7,82.1,102,23,35.3,29.7,73.1
16181,121,32,50.5,35.1,84.2,110,37,43.0,31.1,91.7
19068,128,31,52.1,39.5,71.4,103,26,41.8,37.8,86.7
18064,97,26,44.8,28.1,76.9,124,36,51.0,35.1,61.9
19156,103,24,49.4,32.1,60.0,116,27,60.3,37.5,52.6
20416,117,25,51.1,36.7,64.0,106,28,43.7,48.0,60.0
19704,106,24,46.6,42.5,53.8,100,17,43.8,30.3,80.0
19382,115,24,50.6,36.8,68.2,106,26,46.8,40.7,80.8
12648,99,30,43.2,39.3,75.0,104,24,51.8,30.4,75.0
18203,121,25,50.6,38.1,95.0,130,38,61.2,55.6,73.3
19520,100,28,48.1,32.1,60.0,86,25,40.7,34.3,57.1
18055,107,26,39.6,32.7,65.2,117,28,43.2,30.6,82.8
17029,123,31,52.1,36.4,55.0,127,35,51.1,32.5,83.3
18997,118,29,49.5,39.5,63.6,119,35,45.7,38.5,79.3
18215,98,32,41.1,30.8,66.7,121,25,51.1,40.0,83.3
16717,138,25,54.8,42.3,71.4,132,28,46.0,38.5,78.1
17873,128,36,49.4,51.6,70.3,123,20,43.9,30.6,81.5
19068,122,34,49.5,43.8,70.0,95,26,39.1,33.3,56.3
18064,131,34,44.2,44.4,87.1,134,19,47.0,48.6,88.5
20919,100,21,48.8,31.0,100.0,89,24,43.2,22.9,73.3
19800,140,38,57.1,51.2,87.5,111,26,44.9,42.9,69.6
16248,116,32,56.1,33.3,80.0,114,26,45.5,43.6,81.0
17102,113,27,50.6,32.1,70.0,109,25,44.6,25.0,69.2
18203,108,26,44.0,39.1,88.9,115,40,48.8,38.9,79.2
18354,120,27,45.9,27.6,95.7,121,29,50.0,47.5,74.1
20283,120,38,43.8,42.6,78.6,112,37,51.8,30.0,68.2
17959,130,35,53.5,36.6,63.9,133,33,49.5,32.3,79.5
17732,97,22,33.3,30.6,94.1,117,30,50.6,45.9,62.5
19156,119,20,43.8,35.7,90.9,123,26,47.2,41.9,86.7
17056,103,29,43.0,29.4,86.7,136,36,59.3,46.9,76.0
17812,87,25,39.8,24.0,61.1,90,28,43.6,31.3,63.2
19939,118,31,55.2,36.0,76.5,116,33,54.8,51.7,91.3
16520,112,39,40.4,28.0,81.5,122,32,51.6,37.1,88.2
18502,115,34,44.4,32.4,79.3,124,27,48.4,33.3,71.9
18064,109,28,45.7,30.0,100.0,95,25,45.3,29.0,61.5
18203,119,32,51.8,31.8,72.2,106,24,42.9,37.5,76.2
18306,123,38,50.6,33.3,95.8,101,22,48.8,38.5,58.3
18422,107,28,42.4,36.4,95.8,102,31,43.0,29.4,90.0
19520,107,21,46.6,13.0,68.8,115,15,50.0,44.8,84.2
17305,106,30,51.2,37.5,81.3,100,35,42.7,31.3,70.0
17300,117,25,49.4,36.4,69.7,122,36,41.3,31.0,76.7
16801,111,32,48.1,37.9,64.7,117,29,44.7,33.3,74.1
16133,83,27,38.2,30.3,75.0,106,19,47.8,50.0,44.4
17794,116,30,44.7,27.3,71.4,126,31,47.7,43.8,87.5
17133,86,26,34.0,33.3,64.7,106,26,48.2,39.1,88.2
17747,111,30,58.4,42.3,43.5,98,23,37.0,29.2,88.9
18055,107,25,44.3,20.0,70.6,112,22,43.5,37.5,76.9
19600,118,21,50.6,38.1,81.8,113,24,41.5,25.5,80.0
19156,139,33,55.9,47.1,65.5,107,30,43.8,26.9,75.9
12172,100,29,41.8,31.0,78.6,107,26,47.8,35.5,83.3
14847,118,26,52.5,36.4,86.7,120,28,49.4,54.8,77.3
18306,118,29,54.0,38.7,100.0,88,23,41.9,26.9,42.9
19493,129,27,44.0,31.8,90.0,124,23,41.4,25.0,86.4
19783,107,24,42.9,27.9,70.8,110,24,37.1,31.6,78.8
13972,127,26,53.4,41.4,84.1,106,27,42.9,28.6,52.2
18846,114,21,47.8,40.0,75.0,120,24,60.5,47.4,82.6
19800,107,26,46.5,39.4,66.7,95,35,38.1,39.1,72.2
19156,119,25,50.6,43.8,75.0,95,27,42.4,34.4,80.0
19812,92,25,40.9,32.4,69.2,100,28,43.9,33.3,67.9
19600,134,30,50.6,51.5,86.1,129,27,50.5,31.0,80.0
14338,102,16,35.3,31.4,82.6,95,32,42.3,19.0,64.1
18875,117,35,46.4,30.0,81.1,110,26,47.7,34.1,54.2
18055,121,35,47.2,44.8,85.7,105,28,45.7,35.7,73.3
14691,87,24,35.7,20.0,88.5,112,30,53.6,45.0,65.0
18365,117,24,46.4,38.9,78.1,121,31,50.6,40.7,80.0
18064,96,17,39.8,26.1,83.3,129,31,53.8,42.5,52.2
16689,112,24,45.8,33.3,76.5,124,29,55.3,44.4,77.8
17732,113,35,44.0,45.7,80.0,128,38,50.0,50.0,75.0
19574,125,37,50.5,53.8,80.0,133,45,51.6,46.8,62.5
15758,103,31,37.2,35.9,83.3,116,24,50.6,27.8,75.0
14583,112,23,42.9,34.4,74.2,125,35,54.4,50.0,90.3
18846,98,30,40.0,32.4,73.7,109,24,46.5,40.0,83.3
18883,112,28,49.4,36.1,71.4,118,20,50.6,48.6,82.6
16101,124,26,49.0,34.4,85.0,131,36,51.6,34.4,83.9
19632,117,30,43.0,29.5,82.8,122,22,45.7,45.7,87.0
17661,81,21,39.2,21.6,78.6,98,29,43.2,31.3,85.7
16398,106,28,46.3,44.4,60.0,113,37,37.7,31.7,100.0
18203,140,33,58.1,56.0,76.5,111,30,45.7,30.6,80.0
18354,99,28,42.3,20.0,84.8,103,22,46.4,27.6,81.0
18064,118,30,48.8,48.7,82.6,129,35,57.5,60.7,92.3
18306,112,25,44.0,34.9,77.3,107,36,43.3,39.0,53.8
15890,111,25,41.3,37.1,66.7,121,26,44.7,35.7,88.0
16236,104,22,44.4,27.9,66.7,113,28,48.8,45.8,96.0
19432,106,31,50.0,43.3,81.8,118,25,51.8,36.4,75.0
21109,108,35,52.6,35.1,68.4,91,25,46.1,19.4,65.2
19520,117,27,47.3,39.3,90.0,110,36,45.5,33.3,70.4
18354,106,21,41.5,43.2,91.7,110,37,41.4,32.0,80.0
17831,110,30,53.3,31.6,46.2,97,28,42.0,33.3,69.6
17214,114,30,52.4,42.1,69.2,109,18,38.0,37.9,80.0
16737,123,32,47.8,44.4,65.5,108,20,46.1,24.2,81.8
15567,152,31,58.1,42.9,85.3,133,33,47.7,33.3,90.5
15427,97,28,35.8,21.9,68.8,112,26,46.8,43.3,86.2
19663,139,36,54.4,57.1,84.0,129,27,51.6,46.4,95.2
12597,100,23,45.2,34.3,70.6,115,24,50.0,37.5,76.9
19600,113,31,53.2,50.0,93.8,92,21,37.1,29.7,78.9
18203,97,22,39.5,40.0,89.5,107,25,41.4,37.3,66.7
13449,129,37,48.3,50.0,60.6,133,24,50.0,45.0,79.4
16071,110,21,45.2,37.8,80.0,109,28,46.3,40.0,67.6
18306,117,20,50.6,28.6,73.1,126,28,46.9,37.5,71.4
14342,97,15,38.6,25.0,77.8,92,26,44.2,28.1,63.6
20854,115,26,51.2,34.4,76.9,104,27,42.5,37.5,71.4
19800,130,33,49.5,30.2,77.8,114,23,44.6,25.5,80.0
19432,111,34,43.3,32.4,88.9,125,40,53.4,38.2,75.0
19704,101,28,37.1,24.3,83.9,109,36,47.0,36.1,75.0
17681,151,42,55.6,51.4,91.4,131,28,46.8,43.8,85.3
14365,104,31,56.1,33.3,42.9,96,18,37.2,37.8,83.3
20216,104,19,44.6,21.2,85.2,133,32,59.3,42.9,90.5
17923,115,25,51.7,25.9,72.7,106,24,52.9,18.2,66.7
14275,125,32,50.6,38.5,80.0,115,30,50.6,38.5,75.0
18768,106,32,42.9,32.1,65.5,127,32,50.0,46.4,84.8
17887,127,37,56.1,25.8,90.0,120,29,44.0,36.8,69.6
16935,100,16,46.2,23.1,63.6,120,23,50.0,44.1,85.0
19393,125,30,51.7,36.1,74.1,112,36,42.6,36.2,83.3
15013,121,26,47.7,37.8,92.6,107,33,43.4,30.0,63.2
17695,109,26,46.7,36.1,85.7,115,31,48.8,37.5,75.0
15227,127,39,48.3,31.4,86.5,117,31,46.3,29.0,71.1
19156,119,29,47.7,42.9,90.9,104,22,42.9,30.8,86.7
19520,106,21,47.1,33.3,81.0,100,23,46.2,45.9,64.7
19068,103,33,38.0,41.9,80.0,124,28,50.0,51.2,83.3
17356,92,20,35.4,30.6,73.5,105,30,51.8,33.3,72.7
17732,133,35,62.5,48.4,72.0,118,23,48.8,35.3,84.6
18055,128,35,45.9,46.7,85.0,121,28,47.8,38.9,77.8
18362,139,31,53.7,44.1,84.6,111,22,46.9,19.4,57.7
17260,107,27,47.4,37.5,89.7,111,25,43.3,22.6,90.9
